 1.56245036E-01  1.90335234E-01
 1.62517651E-01  1.85411249E-01
 1.57895879E-01  2.02125363E-01
 1.48046340E-01  1.70176562E-01
 1.60435029E-01  5.94227049E-03
-1.06071045E+00  1.97608125E-01
-1.01727236E+00  1.90534913E-01
 1.51403928E-01  1.12245967E-01
-1.09904020E+00  1.74575411E-01
-1.07742564E+00  8.89769136E-02
-1.04272122E+00  8.47104350E-02
 1.53511859E-01  2.88155086E-01
 1.53362568E-01  1.13010632E-01
 1.61465675E-01  1.65731425E-01
 1.60006080E-01  2.50684750E-01
 1.63588354E-01  2.56211666E-01
 1.49154555E-01  1.81585163E-01
-8.08781559E-01  3.09465169E-01
 1.60560839E-01  7.73825271E-02
 1.55939664E-01  1.23498972E-01
-1.02525651E+00  1.22903683E-01
-1.08425394E+00  1.95988924E-01
 1.53373452E-01  1.78502254E-01
 1.52240558E-01  8.78938980E-02
 1.59483929E-01  2.07735437E-01
 1.52729273E-01  1.26921183E-01
 1.49034155E-01  1.79866044E-01
-3.13867457E-02  3.09375805E-01
-9.85005426E-01  2.31678262E-01
-5.10940940E-01  2.61943807E-01
 1.56932301E-01  1.14306804E-01
 1.52356897E-01  9.92906136E-02
 1.58346066E-01  2.12654951E-01
 1.52690605E-01  9.61452201E-02
-1.06653556E+00  1.83197562E-01
 1.59901990E-01  1.37244500E-01
-1.05153864E+00  1.88469776E-01
 1.52374342E-01  1.84364641E-01
-1.08394247E+00  2.80025140E-01
 1.54474497E-01  1.77913716E-01
-1.07704228E+00  3.11182956E-01
-7.52425104E-01  3.14327850E-01
 1.60814834E-01  1.16842067E-01
 1.62587806E-01  9.59447268E-02
 1.54144523E-01  9.54319283E-02
 1.61970129E-01  1.28538192E-01
 1.65787451E-01  2.05437810E-01
 1.48117164E-01  1.47135144E-01
 1.49873842E-01  1.82909101E-01
 1.51638338E-01  1.78391686E-01
 1.52376570E-01  1.66538283E-01
-1.04161221E+00  1.91417922E-01
-9.90421005E-01  3.78798699E-01
 1.50955510E-01  2.10666470E-01
 1.56973167E-01  1.58312668E-01
 1.55426143E-01  1.08319112E-01
 1.57710011E-01  1.93665525E-01
 1.52393331E-01  9.84821913E-02
 1.54763419E-01  2.03704196E-01
 1.52054872E-01  2.54651073E-01
-9.68653243E-01  1.78078178E-01
-7.62171920E-01  4.91259081E-02
-8.93394209E-01  2.63976456E-01
 1.53762917E-01  1.12222306E-01
-9.08091862E-01  1.74108220E-01
-6.75863684E-01  3.13979728E-01
-1.08062567E+00  1.29269710E-01
-1.02030168E+00  1.84623872E-01
 1.53573023E-01  1.16248628E-01
 1.55195418E-01  2.98116671E-01
-1.07987483E+00  1.80273394E-01
 1.56471431E-01  3.10520121E-01
 1.58713132E-01  8.03416126E-02
 1.53851017E-01  1.65840084E-01
-1.07864784E+00  1.81905047E-01
 1.55781101E-01  3.22578346E-01
 1.51583215E-01  2.24024862E-01
 1.49913004E-01  2.17872424E-01
 1.65086565E-01  2.75635602E-01
-1.07842733E+00  1.78352053E-01
 1.64888714E-01  3.33544764E-01
 1.51655902E-01  1.58736594E-01
 1.48389085E-01  1.94521851E-01
 1.55896163E-01  1.95121605E-01
 1.62964213E-01  1.90915452E-01
 1.50975524E-01  1.98557710E-01
 1.53173201E-01  2.17485198E-01
 1.51366223E-01  1.93551790E-01
-1.03542326E+00  9.47502307E-02
 1.50143385E-01  1.40159476E-01
 1.58233493E-01  2.22611838E-01
 1.54077865E-01  2.27102118E-01
 1.71147463E-01  1.70031270E-01
-7.52494509E-01  5.72350361E-02
 1.48577753E-01  1.67787273E-01
-9.61297404E-01  1.89699235E-01
-1.02997481E+00  1.77895046E-01
 1.49110696E-01  2.02901236E-01
-9.46098729E-01  2.70115031E-01
 1.52030344E-01  9.53042279E-02
 1.51134098E-01  2.43825025E-01
 1.57810224E-01  3.19733403E-01
-9.49359037E-01  1.37898252E-01
 1.51519095E-01  1.30332259E-01
 1.59580240E-01  2.74123615E-01
-1.03229554E+00  1.81622240E-01
 1.55037980E-01  2.06433213E-01
 1.55956734E-01  1.52796462E-01
 1.55792063E-01  7.71841681E-02
 1.53711503E-01  1.32202647E-01
 1.66995403E-01  1.82679486E-01
 1.53088503E-01  1.98440676E-01
 1.57157024E-01  3.19907118E-01
 1.55088308E-01  1.25941359E-01
 1.54845675E-01  7.02475582E-02
 1.48882727E-01  1.60252691E-01
 1.55624475E-01  9.78038469E-02
-1.03934309E+00  1.83637621E-01
 1.60408932E-01  2.68984832E-01
-1.03305675E+00  1.68540306E-01
 1.53507427E-01  1.53034248E-01
-9.54644053E-01  1.79194863E-01
 1.52409944E-01  8.63918794E-02
 1.63442552E-01  1.60842948E-01
-1.07600500E+00  1.79302941E-01
 1.50469775E-01  2.42361589E-01
 1.52122676E-01  2.78654392E-01
 1.52114002E-01  2.36419923E-01
-1.02389077E+00  1.93812688E-01
 1.58601135E-01  1.27794854E-01
 1.49804613E-01  1.47934860E-01
 1.48938129E-01  1.89412683E-01
 1.51667659E-01  1.68363331E-01
-7.23796527E-01  3.14130511E-01
-1.02805851E+00  2.41267897E-01
 1.49692237E-01  1.44068681E-01
 1.59492376E-01  2.29591428E-01
-9.11261179E-01  1.93513430E-01
-1.09337265E+00  1.80495702E-01
 1.56356143E-01  1.95179135E-01
 1.50281532E-01  1.86830589E-01
 1.49738930E-01  1.26300924E-01
 1.50454315E-01  1.77248443E-01
 1.54210041E-01  2.70791389E-01
 1.53075109E-01  2.99171397E-01
-1.06895824E+00  1.63689661E-01
-1.06666903E+00  1.80187374E-01
 1.57137025E-01  1.67061223E-01
 1.58362040E-01  3.78398671E-02
 1.49593125E-01  1.53766995E-01
-9.43676693E-01  3.78780861E-01
 1.55843812E-01  7.54807272E-02
-9.92466474E-01  5.03189516E-02
 1.52804097E-01  9.67341991E-02
-9.28571726E-01  1.89193759E-01
-9.46824563E-01  2.04249953E-01
 1.72170820E-01  8.77749861E-02
-9.65316366E-01  2.69791221E-01
-1.06870322E+00  3.78967092E-01
 1.57281662E-01  1.81834940E-01
 1.58912792E-01  4.51131833E-02
-1.07811970E+00  1.95519920E-01
-1.08490769E+00  1.81415552E-01
-1.04465428E+00  5.54050987E-02
 1.58019713E-01  1.83558325E-01
-9.87963615E-01  1.91462526E-01
 1.54409723E-01  2.74688541E-01
 1.63087748E-01  2.24591941E-01
-1.04725894E+00  1.74554539E-01
-1.01609233E+00  7.89761263E-02
 1.72404521E-01  3.15921260E-01
 1.56901810E-01  9.17435732E-02
 1.60898338E-01  2.29627687E-01
 1.71041384E-01  2.19011034E-01
-9.24401285E-01  1.81882563E-01
 1.51111540E-01  1.87613790E-01
